smiles	CYP3A4	hERG_pIC50
[O-][N+](=O)c1ccn(CC(=O)N2CCc3ccccc3C2)n1	4.65	*
[O-][N+](=O)c1ccn(CC(=O)NCc2cccs2)n1	4.4	*
[O-][N+](=O)c1cnc(NCc2ccccc2Cl)nc1NCC3CCNCC3	4.55	*
[O-][N+](=O)c1cnc(s1)N2CCNC2=O	6.4	*
[O-][N+](=O)c1ncn(CCCC(=O)Nc2ccc(Cl)c(Cl)c2)n1	4.85	*
[O-][N+](=O)c1oc(\C=N\N2CC(=O)NC2=O)cc1	4.4	*
[O-][N+](=O)c1oc(\C=N\NC(=O)c2cc(nc3ccccc23)c4ccncc4)cc1	6.05	*
[O-][N+](=O)CCc1ccccc1C(=O)Nc2ccccc2	5.1	*
[O-][N+]1=C(C(=O)N(OCc2ccccn2)c3ccccc13)c4ccc(Cl)cc4	5.15	*
[O-][n+]1c(CN2CCCCC2)nc3cccc4c5ccccc5c1c34	5.5	*
[O-][n+]1ccc(cc1)C(=O)N2CCC3(CCN(Cc4cccc(Oc5ccccc5)c4)CC3)CC2	*	4.85
[O-][n+]1ccc(CP(=O)(c2ccccc2)c3ccccc3)cc1	4.85	*
[O-][n+]1cccc(c1)C#Cc2cccc(c2)N3C=C(C(=O)NC4CC4)C(=O)c5cccnc35	*	4.18
[O-][n+]1cccc(c1)C(=O)N2CCC(CC2)c3ccc(NC(=O)c4nc(c[nH]4)C#N)c(c3)C5=CCCCC5	5.72	*
[O-][n+]1cccc(c1)C(=O)Nc2ccc3OCOc3c2	4.65	*
[O-][n+]1ccccc1CNc2cc(Cl)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2	4.75	*
[O-][n+]1onc(c2ccccc2)c1C#N	4.9	*
[O-][S+](c1ccc(\C=C\c2ccc(F)cc2)nc1)c3ccccc3F	*	5.54
[O-][S+](c1ccccc1)c2ccc(\C=C\c3ccc(F)cc3)nc2	*	5.41
[O-][S+](c1ccccc1)c2ccc(\C=C\c3ccc(F)cc3F)nc2	*	5.19
[O-][S+](CC(=O)Nc1ccccc1Cl)c2cccc(c2)C(F)(F)F	5.1	*
[O-][S+](CC(=O)Nc1ccccc1Cl)c2cccc(Cl)c2	4.85	*
[O-][S+](Cc1cc(Oc2ccccc2)nc(n1)c3ccccc3)c4ccccc4	4.55	*
[O-][S+](Cc1ccc(Br)cc1)Cc2nnc(SCc3ccc(Cl)cc3)n2c4ccccc4	5.15	*
[O-][S+](CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3)c4ccccc4	4.9	*
[O-][S+]1CCC(CC1)C2N[C@H](Cc3c2[nH]c4ccccc34)c5nc(c[nH]5)c6ccccc6	*	7
[S-]CCN1C(=N)Sc2ccccc12.C3C[n+]4c(S3)sc5ccccc45	5.5	*
[Zn+2].[S-]C(=S)NCCNC(=S)[S-]	4.6	*
Br.Br.C(c1ccncc1)c2cnc[nH]2	5.4	*
Br.Br.NCCSC(=N)N	5.5	*
Br.Brc1ccc(s1)C2=Nn3c(SC2)nnc3c4cccnc4	5.45	*
Br.CC(C)CC1CC(=O)OC1(C)C(=O)CSc2nc3ccccc3s2	4.8	*
Br.CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2	4.4	*
Br.CC1(CCC(=O)O1)C(=O)CSc2nc3ccccc3s2	4.85	*
Br.Cc1ccc(C)c(c1)C(=O)CN2C3=NCCCN3c4ccccc24	4.9	*
Br.CCCCCCCCCCN1C2=C(CCC2)C(=N)C3=C1CCC3	4.5	*
Br.CCCCN1C(=N)N(CC(=O)c2occc2)c3ccccc13	4.5	*
Br.CCCN1C(=N)N(CC(=O)c2occc2)c3ccccc13	4.45	*
Br.CCOc1ccc2c(c1)nc(SCC(=O)c3ccc(Br)s3)n2C	5.2	*
Br.COc1ccc2c(c1)nc(SCC(=O)c3ccc(Br)s3)n2C	5.1	*
Br.COc1ccc2C[C@@H]3C4CCCC[C@]4(CCN3C)c2c1	4.9	*
Br.Oc1ccc(cc1F)c2ccc3C(=CCCc3c2)c4ccncc4	5.68	*
Br.Oc1ccc(cc1F)c2ccc3C(CCCc3c2)c4ccncc4	5.47	*
Br.Oc1ccc(cc1O)c2ccc3C(=CCCc3c2)c4ccncc4	6.45	*
Br.Oc1ccc(cc1O)c2ccc3C(CCCc3c2)c4ccncc4	6.2	*
Br\C(=N/N=C\1/NNN=N1)\c2ccncc2	5.3	*
Br\C=C/1\CC[C@@H](C(=O)O1)c2cccc3ccccc23	5.4	*
BrC1C(Br)C(Br)C(Br)C(Br)C1Br	4.8	*
Brc1c(Br)c(Br)c2[nH]nnc2c1Br	5.5	*
Brc1c(NC2=NCCN2)ccc3nccnc13	4.8	*
Brc1c(OC(=O)N2CCCCCC2)ccc3ccccc13	4.85	*
Brc1c(OCC(=O)Nc2cccnc2)ccc3ccccc13	*	8.32
Brc1c(OCC(=O)NNC(=O)Nc2ccccc2)ccc3ccccc13	4.85	*
Brc1cc(C[C@@H](NC(=O)N2CCC(CC2)N3Cc4ccccc4NC3=O)C(=O)N5CCC(CC5)N6CCCCC6)cc7OC(=O)Nc17	5.14	*
Brc1cc(CCN2CCN(CCc3ccc4C(=O)OCc4c3)CC2)ccc1C#N	*	6.25
Brc1cc2NC(=O)Oc2cc1C[C@@H](NC(=O)N3CCC(CC3)N4Cc5ccccc5NC4=O)C(=O)N6CCC(CC6)N7CCCCC7	4.75	*
Brc1cc2OCOc2cc1\C=N\Nc3nc(nc(n3)N4CCOCC4)N5CCCC5	5.55	*
Brc1ccc(\C=C(\NC(=O)c2occc2)/c3nc4ccccc4[nH]3)cc1	5.8	*
Brc1ccc(\C=C/CNCCNS(=O)(=O)c2cccc3cnccc23)cc1	5.8	*
Brc1ccc(CC(=O)Nc2ccccc2Sc3ccccc3)cc1	5.2	*
Brc1ccc(cc1)[C@@H]2C[C@@H](CC[C@H]2C(=O)N3CC(C3)(c4ccccc4)c5ccccc5)N6CCOCC6	*	6.54
Brc1ccc(cc1)[C@@H]2C[C@@H](CC[C@H]2C(=O)NC(c3ccccc3)c4ccccc4)N5CCOCC5	*	6.28
Brc1ccc(cc1)[C@H]2CN3CCSC3=N2	4.6	*
Brc1ccc(cc1)C(=O)CN2CCN(Cc3ccccc3)CC2	4.85	*
Brc1ccc(cc1)C(=O)COC(=O)CNC(=O)CN2C(=O)c3ccccc3C2=O	5.45	*
Brc1ccc(cc1)C(=O)N\C(=C\c2ccc3OCOc3c2)\C(=O)NCC=C	6.35	*
Brc1ccc(cc1)C(=O)N\C(=C\c2ccccc2)\C(=O)NCC(=O)OCc3ccccc3	6.7	*
Brc1ccc(cc1)C(=O)O[C@@H](CCc2ccccc2)C3=CCCCC3=O	5.3	*
Brc1ccc(cc1)C2=NN(Cc3ccccc3)C(=O)c4ccccc24	4.6	*
Brc1ccc(cc1)C2CC(=NN2S(=O)(=O)c3ccccc3)c4cccs4	5.7	*
Brc1ccc(cc1)c2ccc3N(CCCc3n2)C(=O)NCCC[N+]4=CC=N[C@H]4c5ccccc5	5.5	*
Brc1ccc(cc1)C2NC(=O)c3c4CCCc4sc3N2	4.55	*
Brc1ccc(cc1)C2Nc3ccccc3NC4=C2C(=O)NC4	4.6	*
Brc1ccc(cc1)c2oc(cc2)C(=O)Nc3cccc4ncccc34	5.55	*
Brc1ccc(cc1)c2oc(nn2)c3cccc(c3)S(=O)(=O)N4CCCCCC4	5.45	*
Brc1ccc(cc1)N(C2CCN(CC2)C3CCCC3)C(=O)Nc4ccccc4	*	6.73
Brc1ccc(cc1)N(C2CCN(CC2)C3CCCC3)C(=O)NCc4ccccc4	*	6.75
Brc1ccc(cc1)N(C2CCN(Cc3ccncc3)CC2)C(=O)NCc4ccccc4	*	5.64
Brc1ccc(cc1)N(C2CCN(Cc3ccnnc3)CC2)C(=O)NCc4ccccc4	*	4.86
Brc1ccc(cc1)n2c(SCc3ccccc3)nnc2c4ccncc4	5.89	*
Brc1ccc(cc1)S(=O)(=O)c2cc(OC(=O)c3occc3)ccc2OC(=O)c4occc4	5.25	*
Brc1ccc(cc1)S(=O)(=O)N\N=C/C=C/c2ccccc2	4.85	*
Brc1ccc(cc1)S(=O)(=O)Nc2ccc(Cc3ccncc3)cc2	6.45	*
Brc1ccc(cc1S(=O)(=O)N2CCOCC2)C(=O)NCCCn3ccnc3	5.7	*
Brc1ccc(Cc2cnc(NC(=O)CSc3nnc(c4ccncc4)n3CC=C)s2)cc1	5.85	*
Brc1ccc(CNC(=O)C2N(CCc3ccccn3)C(=O)c4ccccc24)cc1	*	5.03
Brc1ccc(CNC(=O)Nc2ccc(cc2)c3ccnc4[nH]cnc34)cc1	6.57	*
Brc1ccc(CSc2nccn2c3ccccc3)cc1	5.1	*
Brc1ccc(NC(=O)c2ccc(CSC3=NCCS3)cc2)cc1	5.45	*
Brc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C4CC4)CC2)cc1	*	5.15
Brc1ccc(NC(=O)Nc2ccc(cc2)c3ccnc4[nH]cnc34)cc1	6.68	*
Brc1ccc(NC(=S)NNC(=O)CSc2nc3ccccc3s2)cc1	5.6	*
Brc1ccc(OCC(=O)N2CCC(C2)c3ccccc3)cc1	4.55	*
Brc1ccc(s1)C(=O)OCc2nc3ccccc3s2	4.6	*
Brc1ccc(s1)S(=O)(=O)NCC(=O)N2CCC3(CC2)OCCO3	4.6	*
Brc1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1	4.9	*
Brc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OCOc5c4)CC3	*	8.6
Brc1ccc2cc(ccc2c1)C(=O)NCCc3cnc[nH]3	5.48	*
Brc1ccc2cc(OC(=O)c3cccnc3)ccc2c1	6.05	*
Brc1ccc2NC(=S)N(Cc3cccnc3)C(=O)c2c1	6.4	*
Brc1ccc2NC(=S)N(CCCC(=O)N3CCN(CC3)c4ccccn4)C(=O)c2c1	5.9	*
Brc1ccc2NC(=S)N(CCCC(=O)NCC3CCCO3)C(=O)c2c1	4.45	*
Brc1ccc2nc(NC(=O)CSc3ccccn3)sc2c1	4.65	*
Brc1ccc2nc(nc(c3ccccc3)c2c1)N4CC(=O)Nc5ccccc45	5.15	*
Brc1ccc2Oc3cc(Cn4cncc4CN[C@@H]5CCN(Cc1c2)C5=O)ccc3C#N	*	5.34
Brc1ccc2Oc3cc(Cn4cncc4CNC5CCN(Cc1c2)C5=O)ccc3C#N	5.22	*
Brc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1	*	5.55
Brc1ccc2OCC3=NOC(=O)N3c2c1	4.7	*
Brc1cccc(\C=C\2/SC(=S)N(CCC(=O)NNC(=O)c3cccnc3)C2=O)c1	5.5	*
Brc1cccc(c1)C(=O)N\C(=C/c2cccnc2)\C(=O)N3CCOCC3	6	*
Brc1cccc(c1)C(=O)N\N=C/c2oc(Sc3ccccn3)cc2	4.65	*
Brc1cccc(c1)C(=O)Nc2ccc(cc2)C(=O)\C=C\c3cccnc3	5.65	*
Brc1cccc(c1)C2=NOC(C2)C(=O)NCc3ccc4OCOc4c3	6.15	*
Brc1cccc(c1)c2oc(cc2)C(=O)Nc3cccc(NC(=O)c4occc4)c3	5.3	*
Brc1cccc(CSCC(=O)N\N=C\c2ccc3OCOc3c2)c1	5.4	*
Brc1cccc(NC(=O)\C(=C/c2cccnc2)\NC(=O)c3occc3)c1	6.3	*
Brc1cccc(NC(=O)CC2=NC(=CC(=O)N2)N3CCOCC3)c1	4.4	*
Brc1cccc(NC(=O)Nc2ccc(cc2)c3ccnc4[nH]cnc34)c1	7.04	*
Brc1cccc2N(CCc12)C(=O)CC3=NC(=CC(=O)N3)N4CCOCC4	4.4	*
Brc1cccc2nc(ccc12)C#Cc3ccccn3	*	4.64
Brc1ccccc1\C=N\NC(=O)COc2ccc(cc2)c3ccccc3	4.85	*
Brc1ccccc1OCCOCCOc2cccc3cccnc23	4.4	*
Brc1cnc2nc(oc2c1)N3CCN4CCC3CC4	*	5.64
Brc1cncc(c1)C(=O)N2CC[C@H](NCc3cncn3Cc4ccc(cc4)C#N)C2=O	*	5.22
Brc1cncc(c1)C(=O)N2CCC(NCc3cncn3Cc4ccc(cc4)C#N)C2=O	*	5.22
Brc1cncc(c1)C(=O)Nc2ccc(cc2)N3CCCCC3	5.85	*
Brc1cncc(COCC2(CCNCC2)c3ccccc3)c1	*	4.82
Brc1oc(\C=N\NC(=O)Cc2ccccc2)cc1Br	4.55	*
Brc1oc(cc1)C(=O)N\N=C/c2cn(nc2c3ccccc3)c4ccccc4	5.4	*
Brc1oc(cc1)C(=O)Nc2nc(cs2)c3ccccc3	4.5	*
Brc1oc(cc1)C(=O)NCCC(=O)NCc2ccccn2	4.85	*
Brc1oc(cc1)c2nc3cc(ccc3[nH]2)N4C(=O)c5ccccc5C4=O	4.85	*
Brc1oc(cc1)c2nc3cc(NC(=O)c4occc4)ccc3[nH]2	4.85	*
BrCCC(=O)N1CCN(CC1)C(=O)CCBr	7.2	*
C#CCCCCCCCCCCCc1occc1	4.4	*
C([C@@H](Nc1cccnc1)c2ccccc2)c3ccccc3	5.5	*
C([C@H](N1CCCCC1)c2ccccc2)c3ccccc3	4.5	*
C(\C=C/c1ccccc1)N2CCN(CC2)C(c3ccccc3)c4ccccc4	5.1	*
C(\C=C\c1ccccc1)N2CCN(CC2)C(c3ccccc3)c4ccccc4	5.5	*
C(=N\n1cnnc1)/c2cccn2c3ccccc3	4.4	*
C(C(C1CCCCC1)C2CCCCC2)C3CCCCN3	*	5.11
C(C(N1CCNCC1)c2ccccc2)c3cccc4CCOc34	*	4.67
C(C(N1CCNCC1)c2ccccc2)c3ccccc3OC4CC4	*	5.19
C(C[C@]1(CCOC2(CCCC2)C1)c3ccccn3)NCc4cccs4	*	5.64
C(c1c[nH]c2ccccc12)c3c[nH]c4ccccc34	4.4	*
C(C1CC1)N2CC3CN(CC4CC4)CC(C2)C35CCCC5	*	5.6
C(c1ccc(cc1)C(N2CCCN(CC2)C3CCC3)c4nnnn4Cc5ccccc5)n6cncn6	4.92	*
C(c1ccc2Cc3c(n[nH]c3c2c1)c4ccsc4)n5ccnc5	6.6	*
C(c1ccccc1)C2(CCNC2)c3ccc4[nH]ccc4c3	*	5.05
C(c1ccccc1)C2(CCNC2)c3ccc4sccc4c3	*	4.96
C(c1ccccc1)c2nnc(Sc3ccccc3)c4ccccc24	4.9	*
C(C1CCCCC1)N2C[C@@H]3C(c4ccccc4)C5(CC3(C5)[C@H]2c6ccccc6)c7ccccc7	5.3	*
C(C1CCCCC1)N2C[C@@H]3C(c4ccccc4)C5(CC3(C5)[C@H]2c6ccccc6)c7cccnc7	4.9	*
C(c1ccccc1)n2cnc(c2)c3cccnc3	4.12	*
C(c1ccccc1)n2nnc3c(ncnc23)N4CCc5ccccc5C4	4.85	*
C(c1ccccc1)n2nnnc2C(N3CCCN(CC3)C4CCC4)c5ccc(cc5)n6cncn6	4.54	*
C(c1ccccc1)n2nnnc2C(N3CCCN(CC3)C4CCC4)c5ccc6occc6c5	5.62	*
C(C1CCCCN1)N2CCN(C2)c3ccccc3	*	4.8
C(c1ccnc2ccccc12)[n+]3ccc4ccccc4c3	5.9	*
C(C1COc2ccccc2C1)N3CCC4(CC3)CCc5ccccc45	*	5.82
C(c1nnc2sc(nn12)c3ccc4OCOc4c3)n5cnc6ccccc56	5.65	*
C(CC(c1ccccc1)c2ccccc2)NCCc3ccccc3	*	5.5
C(Cc1c[nH]cn1)Nc2ncnc3[nH]cnc23	5.4	*
C(Cc1ccc(Oc2nc3ccccc3s2)cc1)N4CCCCC4	*	5.7
C(Cc1ccc(OCc2ccccc2)cc1)Nc3ccncc3	*	6.89
C(Cc1ccc2ccccc2n1)[C@@H]3CCCCN3	5.4	*
C(Cc1ccc2nonc2c1)N3CCN(CCc4ccc5nonc5c4)CC3	*	7.17
C(Cc1cccc(CCc2ccccc2)n1)c3ccccc3	*	5.79
C(Cc1ccccc1)N2[C@@H]3CC[C@H]2CC(C3)c4c([nH]c5ccccc45)c6ccccc6	*	7.75
C(Cc1ccccc1)N2CCC(CC2)c3c([nH]c4ccccc34)c5ccccc5	*	7.1
C(Cc1ccccc1)N2CCCC(C2)c3c([nH]c4ccccc34)c5ccccc5	*	6.28
C(Cc1ccccc1)Sc2nccn2c3ccccc3	4.85	*
C(Cc1ccncc1)N2CCCCC2	5.2	*
C(Cc1ccncc1)Sc2ccccc2	5.6	*
C(Cc1ccncc1)SCc2ccccc2	6.3	*
C(Cc1cnc[nH]1)Nc2ncncc2c3ccc4OCOc4c3	6.1	*
C(CCc1ccccc1)CN2CCC(CC2)c3ccccc3	4.5	*
C(CCc1nnc2CCCCc2n1)Cc3nnc4CCCCc4n3	5.4	*
C(CCCN1CCN(CC1)c2ccccc2)CCN3CCN(CC3)c4ccccc4	*	5.1
C(CCCN1CCN(CC1)c2ccccn2)CCN3CCN(CC3)c4ccccc4	*	4.89
C(CCCN1CCN(CC1)c2ccnc3ccccc23)CCN4CCN(CC4)c5ccccc5	*	5.42
C(CCN1CCN(CC1)c2cccc3ccccc23)COc4ccc5CNCc5c4	*	5.81
C(CN(c1ccccc1)c2ccccc2)NCCc3ccccc3	*	7.2
C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5ccc(COC\C=C\COCc2c3)s5	*	5.14
C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5ccnc(OCC\C=C\COCc2c3)c5	*	5.62
C(CN1CCCCC1)Oc2ccc(Oc3oc4ccccc4n3)cc2	*	6
C(CN1CCCCC1)Oc2ccc3Nc4nccc(n4)c5cccc(COCC=CCOCc2c3)c5	6.43	*
C(CN1CCNCC1)NCc2ccncc2	5.3	*
C(CN1CCOCC1)Nc2cc3CCCc4ccccc4c3nn2	5.2	*
C(CN1CCOCC1)Nc2nc(nc3ccccc23)c4ccc5OCOc5c4	5.4	*
C(CN1CCOCC1)Nc2nc(nc3ccccc23)c4cccnc4	5.1	*
C(CN1CCOCC1)Nc2nc(nc3ccccc23)c4cocc4	4.8	*
C(CN1CCOCC1)Nc2ncnc3ccc(cc23)c4ccc5OCOc5c4	5.3	*
C(CN1CCOCC1)Nc2ncnc3ccc(cc23)c4cccnc4	4.9	*
C(CN1CCOCC1)Nc2ncnc3ccc(cc23)c4cocc4	4.8	*
C(CN1CCOCC1)Oc2ccc(cc2)n3ccnc3	5.25	*
C(CNc1nc2ccccc2s1)COc3cccc(CN4CCCCC4)c3	4.9	*
C(CNCc1ccncc1)CN2CCOCC2	4.5	*
C(CNCCC(c1ccccc1)c2ccccc2)Cc3ccccc3	*	7.77
C(CNCCN(c1ccccc1)c2ccccc2)Cc3ccccc3	*	6.2
C(COc1ccc(cc1)[C@@H]2CC[C@@H](CC2)N3CCCC3)CN4CCCCC4	4.38	*
C(COc1ccc(cc1)[C@@H]2CC[C@H](CC2)N3CCCC3)CN4CCCCC4	4.32	*
C(COc1ccc(cc1)[C@@H]2CC[C@H](CC2)N3CCOCC3)CN4CCCCC4	4.18	*
C(COc1ccc(cc1)[C@H]2Oc3ccccc3S[C@H]2c4ccccc4)CN5CCCC5	*	7.92
C(COc1ccc(cc1)C2=CCCC2)CN3CCCCC3	*	6.64
C(COc1ccc(cc1)C2=NCCO2)CN3CCCCC3	*	5
C(COc1ccc(cc1)c2ccc3OCOc3c2)CN4CCCCC4	*	8.3
C(COc1ccc(cc1)C2CCCCC2)CN3CCCCC3	*	7.89
C(COc1ccc(cc1)c2ccccc2)CN3CCCCC3	*	6.38
C(COc1ccc(cc1)C2CCCCO2)CN3CCCCC3	*	5.95
C(COc1ccc(cc1)C2CCCO2)CN3CCCCC3	*	5.56
C(COc1ccc(cc1)c2cccs2)CN3CCCCC3	*	7.85
C(COc1ccc(cc1)C2CCOCC2)CN3CCCCC3	*	5.65
C(COc1ccc(cc1)c2ncc[nH]2)CN3CCCCC3	*	5
C(COc1ccc(cc1)c2occc2)CN3CCCCC3	*	7.05
C(COc1ccc(cc1)c2ocnc2)CN3CCCCC3	*	5.92
C(COc1ccc(cc1)N2CCCCC2)CN3CCCCC3	*	6.08
C(COc1ccc(cc1)n2ccnc2)Cc3ccccn3	6.6	*
C(COc1ccc(cc1)n2ccnc2)Cc3cccnc3	6.38	*
C(COc1ccc(cc1)n2ccnc2)Cc3ccncc3	6.46	*
C(COc1ccc2CNCc2c1)CN3CCN(CC3)c4cccc5ccccc45	*	6.11
C(COc1ccc2OCOc2c1)CN3CCN(CC3)c4ccccc4	5.5	*
C(N(Nc1ccccc1)c2ccccc2)c3cnccn3	6	*
C(N1C(c2ccccn2)n3c(nc4ccccc34)c5ccccc15)c6ccccc6	5.5	*
C(N1C[C@@H]2C(c3ccccc3)C4(CC2(C4)[C@H]1c5ccccc5)c6ccccc6)c7cccnc7	5.8	*
C(N1C[C@@H]2C(c3ccccc3)C4(CC2(C4)[C@H]1c5ccccc5)c6cccnc6)c7ccc(cc7)c8ccccc8	4.8	*
C(N1C[C@@H]2C(c3ccccc3)C4(CC2(C4)[C@H]1c5ccccc5)c6cccnc6)c7cccnc7	5.8	*
C(N1CC[C@@]2(CC1)SS[C@@]3(CCN(Cc4ccccc4)CC3)SS2)c5ccccc5	5.5	*
C(N1CC[C@@]2(CCCNC2)C1)c3ccccc3	5	*
C(N1CCC(CC1)Oc2ncnc3c2ccn3Cc4ccccc4)c5ccccc5	*	5.92
C(N1CCC(CC1)Oc2ncnc3c2ccn3Cc4ccccc4)c5cscn5	*	6.12
C(N1CCC2(CC1)CCc3ccccc23)c4ccccc4	4.5	*
C(N1CCC2(CCCc3ccccc23)CC1)c4ccccc4	4.6	*
C(N1CCCC(C1)c2c([nH]c3ccccc23)c4ccccc4)c5ccccc5	*	6.54
C(N1CCCC2(CCNCC2)C1)c3ccncc3	4.8	*
C(N1CCN(CC1)c2nc3ccccc3s2)c4ccc5OCOc5c4	6.2	*
C(N1CCN(CC1)c2ncccn2)c3ccc4OCOc4c3	5	*
C(N1CCN(Cc2nc3ccccc3s2)CC1)c4oc(nn4)c5ccccc5	*	4.52
C(N1CCN(Cc2nc3ccccc3s2)CC1)c4onc(n4)c5ccccc5	*	4.89
C(N1CCN(Cc2oc(nn2)c3ccccc3)CC1)c4ccccc4	*	4.56
C(N1CCN(Cc2onc(n2)c3ccccc3)CC1)c4ccccc4	*	4.9
C(Nc1c(nc2ccccn12)c3ccccc3)c4ccc5OCOc5c4	6.3	*
C(Nc1cc(ncn1)c2ccc3OCOc3c2)c4cccnc4	6.1	*
C(Nc1cc(ncn1)c2cccnc2)c3ccccc3	5.9	*
C(Nc1cc(ncn1)c2cccnc2)c3cccs3	5.6	*
C(Nc1cc(ncn1)c2cocc2)c3ccccc3	4.9	*
C(Nc1cc(ncn1)c2cocc2)c3cccnc3	5.4	*
C(Nc1cc(ncn1)c2cocc2)c3cccs3	4.6	*
C(Nc1ccc2c(c1)ncn2c3ccccc3)c4cccs4	5.15	*
C(Nc1ccc2ccccc2c1)Nc3ccc4ccccc4c3	5.4	*
C(Nc1ccnc(n1)c2ccc3OCOc3c2)c4ccccc4	6.1	*
C(Nc1ccnc(n1)c2ccc3OCOc3c2)c4cccnc4	6	*
C(Nc1ccnc(n1)c2ccc3OCOc3c2)c4cccs4	6	*
C(Nc1ccnc(n1)c2cccnc2)c3ccccc3	6.2	*
C(Nc1ccnc(n1)c2cccnc2)c3cccnc3	6.2	*
C(Nc1ccnc(n1)c2cccnc2)c3cccs3	6	*
C(Nc1ccnc(n1)c2cocc2)c3ccccc3	5	*
C(Nc1ccnc(n1)c2cocc2)c3cccs3	5.1	*
C(Nc1nc(nc2ccccc12)c3ccc4OCOc4c3)c5ccccc5	6	*
C(Nc1nc(nc2ccccc12)c3ccc4OCOc4c3)c5cccnc5	6.5	*
C(Nc1nc(nc2ccccc12)c3ccc4OCOc4c3)c5cccs5	6	*
C(Nc1nc(nc2ccccc12)c3ccccc3)c4cccnc4	6	*
C(Nc1nc(nc2ccccc12)c3cccnc3)c4ccccc4	5.8	*
C(Nc1nc(nc2ccccc12)c3cccnc3)c4cccnc4	6	*
C(Nc1nc(nc2ccccc12)c3cccnc3)c4cccs4	5.7	*
C(Nc1nc(nc2ccccc12)c3cocc3)c4ccccc4	4.9	*
C(Nc1nc(nc2ccccc12)c3cocc3)c4cccnc4	5.1	*
C(Nc1nc(nc2ccccc12)c3cocc3)c4cccs4	5.1	*
C(Nc1ncnc2ccc(cc12)c3ccc4OCOc4c3)c5ccccc5	5.7	*
C(Nc1ncnc2ccc(cc12)c3cccnc3)c4ccccc4	5.9	*
C(Nc1ncnc2ccc(cc12)c3cccnc3)c4cccnc4	6	*
C(Nc1ncnc2ccc(cc12)c3cocc3)c4ccccc4	4.8	*
C(Nc1ncnc2ccc(cc12)c3cocc3)c4cccnc4	5.8	*
C(Nc1ncnc2ccc(cc12)c3cocc3)c4cccs4	5.1	*
C(Nc1ncncc1c2ccc3OCOc3c2)c4ccccc4	6.3	*
C(Nc1ncncc1c2ccc3OCOc3c2)c4cccnc4	6.4	*
C(Nc1ncncc1c2cccnc2)c3ccccc3	5.9	*
C(Nc1ncncc1c2cccnc2)c3cccnc3	5.7	*
C(Nc1ncncc1c2cccnc2)c3cccs3	5.7	*
C(Nc1ncncc1c2cocc2)c3ccccc3	5.7	*
C(Nc1ncncc1c2cocc2)c3cccnc3	6	*
C(Nc1ncncc1c2cocc2)c3cccs3	5.7	*
C(O[C@@H]1CCNC1)c2ccc3ccccc3c2	*	4.79
C(O[C@H]1CCNC1)c2ccc3ccccc3c2	*	4.8
C(Oc1ccc(cc1)n2ccnc2)c3ccccn3	6.2	*
C(Oc1ccc2ccccc2c1)C3CCNCC3	*	5.42
C(Oc1ccc2cccnc2c1)c3ccccc3	4.6	*
C(Oc1cccc(OCC2CO2)c1)C3CO3	4.8	*
C(Oc1cccc2C=C(CN3CCOCC3)COc12)[C@@H]4CNCCO4	4.4	*
C(Oc1ccccc1)C#Cc2cc(cs2)c3n[nH]c4c3Cc5cc(Cn6ccnc6)ccc45	*	5.85
C(Oc1ccccc1)C#Cc2cc(cs2)c3n[nH]c4c3Cc5cc(Cn6cncn6)ccc45	*	5.77
C(Oc1ccccc1)c2cccc(COc3ccccc3)n2	*	7.13
C(Oc1ccccc1CC(N2CCNCC2)c3ccccc3)C4CC4	*	5.53
C(S\C(=N/C1CCCCC1)\NC2CCCCC2)C3=CSC4=NCCN34	5.41	5.07
C(Sc1ccccc1)c2nc3ccccc3[nH]2	4.9	*
C(Sc1n[nH]c(n1)c2cccs2)c3csc(n3)c4ccccc4	5.2	*
C(Sc1nc2ccccc2s1)Sc3nc4ccccc4s3	5.5	*
C(Sc1ncnc2[nH]cnc12)c3cccnc3	5.8	*
C(Sc1ncnc2[nH]cnc12)c3ccncc3	6	*
C(Sc1nnc(c2ccccc2)n1Cc3occc3)c4nc5ccccc5[nH]4	5.7	*
C(Sc1nnc2c3ccccc3c4ccccc4c2n1)c5ccccc5	5.4	*
C(Sc1oc(nn1)c2ccncc2)c3cccc4ccccc34	4.8	*
C(Sc1oc(nn1)c2sccc2n3cccc3)c4ccccc4	4.8	*
C(SSCc1ccncc1)c2ccncc2	5.6	*
C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O	4.4	*
C[C@@](Cc1ccccc1)(NC(=O)CN)c2ccccc2	5.5	*
C[C@@](N)(C(=O)O)c1ccc(cc1)C(=O)O	6	*
C[C@@](N)(Cc1ccc(O)c(O)c1)C(=O)O	5.6	*
C[C@@](O)(CCC1C(=C)CC(O)C2C(C)(C)CCCC12C)C=C	5.8	*
C[C@@](O)(CCC1C(=C)CCC2[C@@](C)(CO)CCC[C@@]12C)C=C	5.6	*
